(state,action)   init_cab_pos    next_cab_pos    psg_spawn_idx0    psg_spawn_idx1    psg_dest_idx0    psg_dest_idx1    reward
(0,south)	 (0,0) ---> (0,1)	 0 ---> 0	0 ---> 0 	 -1
(263,north)	 (3,2) ---> (3,1)	 0 ---> 0	2 ---> 2 	 -1
(263,east)	 (3,2) ---> (3,2)	 0 ---> 0	2 ---> 2 	 -2
(263,west)	 (3,2) ---> (3,2)	 0 ---> 0	2 ---> 2 	 -2
(263,pickup)	 (3,2) ---> (3,2)	 0 ---> 0	2 ---> 2 	 -5
(263,dropoff)	 (3,2) ---> (3,2)	 0 ---> 0	2 ---> 2 	 -5
(264,south)	 (4,2) ---> (4,3)	 0 ---> 0	2 ---> 2 	 -1
(264,north)	 (4,2) ---> (4,1)	 0 ---> 0	2 ---> 2 	 -1
(264,east)	 (4,2) ---> (4,2)	 0 ---> 0	2 ---> 2 	 -2
(264,west)	 (4,2) ---> (4,2)	 0 ---> 0	2 ---> 2 	 -2
(264,pickup)	 (4,2) ---> (4,2)	 0 ---> 0	2 ---> 2 	 -5
(264,dropoff)	 (4,2) ---> (4,2)	 0 ---> 0	2 ---> 2 	 -5
(265,south)	 (0,3) ---> (0,3)	 0 ---> 0	2 ---> 2 	 -2
(265,north)	 (0,3) ---> (0,2)	 0 ---> 0	2 ---> 2 	 -1
(265,east)	 (0,3) ---> (1,3)	 0 ---> 0	2 ---> 2 	 -1
(265,west)	 (0,3) ---> (0,3)	 0 ---> 0	2 ---> 2 	 -2
(265,pickup)	 (0,3) ---> (0,3)	 0 ---> 0	2 ---> 2 	 -5
(265,dropoff)	 (0,3) ---> (0,3)	 0 ---> 0	2 ---> 2 	 -5
(266,south)	 (1,3) ---> (1,4)	 0 ---> 0	2 ---> 2 	 -1
(266,north)	 (1,3) ---> (1,3)	 0 ---> 0	2 ---> 2 	 -2
(266,east)	 (1,3) ---> (2,3)	 0 ---> 0	2 ---> 2 	 -1
(266,west)	 (1,3) ---> (0,3)	 0 ---> 0	2 ---> 2 	 -1
(266,pickup)	 (1,3) ---> (1,3)	 0 ---> 0	2 ---> 2 	 -5
(266,dropoff)	 (1,3) ---> (1,3)	 0 ---> 0	2 ---> 2 	 -5
(267,south)	 (2,3) ---> (2,3)	 0 ---> 0	2 ---> 2 	 -2
(267,north)	 (2,3) ---> (2,2)	 0 ---> 0	2 ---> 2 	 -1
(267,east)	 (2,3) ---> (2,3)	 0 ---> 0	2 ---> 2 	 -2
(267,west)	 (2,3) ---> (1,3)	 0 ---> 0	2 ---> 2 	 -1
(267,pickup)	 (2,3) ---> (2,3)	 0 ---> 0	2 ---> 2 	 -5
(267,dropoff)	 (2,3) ---> (2,3)	 0 ---> 0	2 ---> 2 	 -5
(268,south)	 (3,3) ---> (3,4)	 0 ---> 0	2 ---> 2 	 -1
(268,north)	 (3,3) ---> (3,2)	 0 ---> 0	2 ---> 2 	 -1
(268,east)	 (3,3) ---> (3,3)	 0 ---> 0	2 ---> 2 	 -2
(268,west)	 (3,3) ---> (3,3)	 0 ---> 0	2 ---> 2 	 -2
(268,pickup)	 (3,3) ---> (3,3)	 0 ---> 0	2 ---> 2 	 -5
(268,dropoff)	 (3,3) ---> (3,3)	 0 ---> 0	2 ---> 2 	 -5
(269,south)	 (4,3) ---> (4,3)	 0 ---> 0	2 ---> 2 	 -2
(269,north)	 (4,3) ---> (4,2)	 0 ---> 0	2 ---> 2 	 -1
(269,east)	 (4,3) ---> (4,3)	 0 ---> 0	2 ---> 2 	 -2
(269,west)	 (4,3) ---> (4,3)	 0 ---> 0	2 ---> 2 	 -2
(269,pickup)	 (4,3) ---> (4,3)	 0 ---> 0	2 ---> 2 	 -5
(269,dropoff)	 (4,3) ---> (4,3)	 0 ---> 0	2 ---> 2 	 -5
(270,south)	 (0,4) ---> (0,4)	 0 ---> 0	2 ---> 2 	 -2
(270,north)	 (0,4) ---> (0,4)	 0 ---> 0	2 ---> 2 	 -2
(270,east)	 (0,4) ---> (1,4)	 0 ---> 0	2 ---> 2 	 -1
(270,west)	 (0,4) ---> (0,4)	 0 ---> 0	2 ---> 2 	 -2
(270,pickup)	 (0,4) ---> (0,4)	 0 ---> 0	2 ---> 2 	 -5
(270,dropoff)	 (0,4) ---> (0,4)	 0 ---> 0	2 ---> 2 	 -5
(271,south)	 (1,4) ---> (1,4)	 0 ---> 0	2 ---> 2 	 -2
(271,north)	 (1,4) ---> (1,3)	 0 ---> 0	2 ---> 2 	 -1
(271,east)	 (1,4) ---> (1,4)	 0 ---> 0	2 ---> 2 	 -2
(271,west)	 (1,4) ---> (0,4)	 0 ---> 0	2 ---> 2 	 -1
(271,pickup)	 (1,4) ---> (1,4)	 0 ---> 0	2 ---> 2 	 -5
(271,dropoff)	 (1,4) ---> (1,4)	 0 ---> 0	2 ---> 2 	 -5
(272,south)	 (2,4) ---> (2,4)	 0 ---> 0	2 ---> 2 	 -2
(272,north)	 (2,4) ---> (2,4)	 0 ---> 0	2 ---> 2 	 -2
(272,east)	 (2,4) ---> (3,4)	 0 ---> 0	2 ---> 2 	 -1
(272,west)	 (2,4) ---> (2,4)	 0 ---> 0	2 ---> 2 	 -2
(272,pickup)	 (2,4) ---> (2,4)	 0 ---> 0	2 ---> 2 	 -5
(272,dropoff)	 (2,4) ---> (2,4)	 0 ---> 0	2 ---> 2 	 -5
(273,south)	 (3,4) ---> (3,4)	 0 ---> 0	2 ---> 2 	 -2
(273,north)	 (3,4) ---> (3,3)	 0 ---> 0	2 ---> 2 	 -1
(273,east)	 (3,4) ---> (4,4)	 0 ---> 0	2 ---> 2 	 -1
(273,west)	 (3,4) ---> (2,4)	 0 ---> 0	2 ---> 2 	 -1
(273,pickup)	 (3,4) ---> (3,4)	 0 ---> 0	2 ---> 2 	 -5
(273,dropoff)	 (3,4) ---> (3,4)	 0 ---> 0	2 ---> 2 	 -5
(274,south)	 (4,4) ---> (4,4)	 0 ---> 0	2 ---> 2 	 -2
(274,north)	 (4,4) ---> (4,4)	 0 ---> 0	2 ---> 2 	 -2
(274,east)	 (4,4) ---> (4,4)	 0 ---> 0	2 ---> 2 	 -2
(274,west)	 (4,4) ---> (3,4)	 0 ---> 0	2 ---> 2 	 -1
(274,pickup)	 (4,4) ---> (4,4)	 0 ---> 0	2 ---> 2 	 -5
(274,dropoff)	 (4,4) ---> (4,4)	 0 ---> 0	2 ---> 2 	 -5
(275,south)	 (0,0) ---> (0,1)	 1 ---> 1	2 ---> 2 	 -1
(275,north)	 (0,0) ---> (0,0)	 1 ---> 1	2 ---> 2 	 -2
(275,east)	 (0,0) ---> (1,0)	 1 ---> 1	2 ---> 2 	 -1
(275,west)	 (0,0) ---> (0,0)	 1 ---> 1	2 ---> 2 	 -2
(275,pickup)	 (0,0) ---> (0,0)	 1 ---> 1	2 ---> 2 	 -5
(275,dropoff)	 (0,0) ---> (0,0)	 1 ---> 1	2 ---> 2 	 -5
(276,south)	 (1,0) ---> (1,1)	 1 ---> 1	2 ---> 2 	 -1
(276,north)	 (1,0) ---> (1,0)	 1 ---> 1	2 ---> 2 	 -2
(276,east)	 (1,0) ---> (2,0)	 1 ---> 1	2 ---> 2 	 -1
(276,west)	 (1,0) ---> (0,0)	 1 ---> 1	2 ---> 2 	 -1
(276,pickup)	 (1,0) ---> (1,0)	 1 ---> 1	2 ---> 2 	 -5
(276,dropoff)	 (1,0) ---> (1,0)	 1 ---> 1	2 ---> 2 	 -5
(277,south)	 (2,0) ---> (2,0)	 1 ---> 1	2 ---> 2 	 -2
(277,north)	 (2,0) ---> (2,0)	 1 ---> 1	2 ---> 2 	 -2
(277,east)	 (2,0) ---> (3,0)	 1 ---> 1	2 ---> 2 	 -1
(277,west)	 (2,0) ---> (1,0)	 1 ---> 1	2 ---> 2 	 -1
(277,pickup)	 (2,0) ---> (2,0)	 1 ---> 1	2 ---> 2 	 -5
(277,dropoff)	 (2,0) ---> (2,0)	 1 ---> 1	2 ---> 2 	 -5
(278,south)	 (3,0) ---> (3,0)	 1 ---> 1	2 ---> 2 	 -2
(278,north)	 (3,0) ---> (3,0)	 1 ---> 1	2 ---> 2 	 -2
(278,east)	 (3,0) ---> (4,0)	 1 ---> 1	2 ---> 2 	 -1
(278,west)	 (3,0) ---> (2,0)	 1 ---> 1	2 ---> 2 	 -1
(278,pickup)	 (3,0) ---> (3,0)	 1 ---> 1	2 ---> 2 	 -5
(278,dropoff)	 (3,0) ---> (3,0)	 1 ---> 1	2 ---> 2 	 -5
(279,south)	 (4,0) ---> (4,1)	 1 ---> 1	2 ---> 2 	 -1
(279,north)	 (4,0) ---> (4,0)	 1 ---> 1	2 ---> 2 	 -2
(279,east)	 (4,0) ---> (4,0)	 1 ---> 1	2 ---> 2 	 -2
(279,west)	 (4,0) ---> (3,0)	 1 ---> 1	2 ---> 2 	 -1
(279,pickup)	 (4,0) ---> (4,0)	 1 ---> 4	2 ---> 2 	 10
(279,dropoff)	 (4,0) ---> (4,0)	 1 ---> 1	2 ---> 2 	 -5
(280,south)	 (0,1) ---> (0,2)	 1 ---> 1	2 ---> 2 	 -1
(280,north)	 (0,1) ---> (0,0)	 1 ---> 1	2 ---> 2 	 -1
(280,east)	 (0,1) ---> (0,1)	 1 ---> 1	2 ---> 2 	 -2
(280,west)	 (0,1) ---> (0,1)	 1 ---> 1	2 ---> 2 	 -2
(280,pickup)	 (0,1) ---> (0,1)	 1 ---> 1	2 ---> 2 	 -5
(280,dropoff)	 (0,1) ---> (0,1)	 1 ---> 1	2 ---> 2 	 -5
(281,south)	 (1,1) ---> (1,2)	 1 ---> 1	2 ---> 2 	 -1
(281,north)	 (1,1) ---> (1,0)	 1 ---> 1	2 ---> 2 	 -1
(281,east)	 (1,1) ---> (1,1)	 1 ---> 1	2 ---> 2 	 -2
(281,west)	 (1,1) ---> (1,1)	 1 ---> 1	2 ---> 2 	 -2
(281,pickup)	 (1,1) ---> (1,1)	 1 ---> 1	2 ---> 2 	 -5
(281,dropoff)	 (1,1) ---> (1,1)	 1 ---> 1	2 ---> 2 	 -5
(282,south)	 (2,1) ---> (2,2)	 1 ---> 1	2 ---> 2 	 -1
(282,north)	 (2,1) ---> (2,1)	 1 ---> 1	2 ---> 2 	 -2
(282,east)	 (2,1) ---> (3,1)	 1 ---> 1	2 ---> 2 	 -1
(282,west)	 (2,1) ---> (2,1)	 1 ---> 1	2 ---> 2 	 -2
(282,pickup)	 (2,1) ---> (2,1)	 1 ---> 1	2 ---> 2 	 -5
(282,dropoff)	 (2,1) ---> (2,1)	 1 ---> 1	2 ---> 2 	 -5
(283,south)	 (3,1) ---> (3,2)	 1 ---> 1	2 ---> 2 	 -1
(283,north)	 (3,1) ---> (3,1)	 1 ---> 1	2 ---> 2 	 -2
(283,east)	 (3,1) ---> (3,1)	 1 ---> 1	2 ---> 2 	 -2
(283,west)	 (3,1) ---> (2,1)	 1 ---> 1	2 ---> 2 	 -1
(283,pickup)	 (3,1) ---> (3,1)	 1 ---> 1	2 ---> 2 	 -5
(283,dropoff)	 (3,1) ---> (3,1)	 1 ---> 1	2 ---> 2 	 -5
(284,south)	 (4,1) ---> (4,2)	 1 ---> 1	2 ---> 2 	 -1
(284,north)	 (4,1) ---> (4,0)	 1 ---> 1	2 ---> 2 	 -1
(284,east)	 (4,1) ---> (4,1)	 1 ---> 1	2 ---> 2 	 -2
(284,west)	 (4,1) ---> (4,1)	 1 ---> 1	2 ---> 2 	 -2
(284,pickup)	 (4,1) ---> (4,1)	 1 ---> 1	2 ---> 2 	 -5
(284,dropoff)	 (4,1) ---> (4,1)	 1 ---> 1	2 ---> 2 	 -5
(285,south)	 (0,2) ---> (0,3)	 1 ---> 1	2 ---> 2 	 -1
(285,north)	 (0,2) ---> (0,1)	 1 ---> 1	2 ---> 2 	 -1
(285,east)	 (0,2) ---> (0,2)	 1 ---> 1	2 ---> 2 	 -2
(285,west)	 (0,2) ---> (0,2)	 1 ---> 1	2 ---> 2 	 -2
(285,pickup)	 (0,2) ---> (0,2)	 1 ---> 1	2 ---> 2 	 -5
(285,dropoff)	 (0,2) ---> (0,2)	 1 ---> 1	2 ---> 2 	 -5
(286,south)	 (1,2) ---> (1,2)	 1 ---> 1	2 ---> 2 	 -2
(286,north)	 (1,2) ---> (1,1)	 1 ---> 1	2 ---> 2 	 -1
(286,east)	 (1,2) ---> (1,2)	 1 ---> 1	2 ---> 2 	 -2
(286,west)	 (1,2) ---> (1,2)	 1 ---> 1	2 ---> 2 	 -2
(286,pickup)	 (1,2) ---> (1,2)	 1 ---> 1	2 ---> 2 	 -5
(286,dropoff)	 (1,2) ---> (1,2)	 1 ---> 1	2 ---> 2 	 -5
(287,south)	 (2,2) ---> (2,3)	 1 ---> 1	2 ---> 2 	 -1
(287,north)	 (2,2) ---> (2,1)	 1 ---> 1	2 ---> 2 	 -1
(287,east)	 (2,2) ---> (2,2)	 1 ---> 1	2 ---> 2 	 -2
(287,west)	 (2,2) ---> (2,2)	 1 ---> 1	2 ---> 2 	 -2
(287,pickup)	 (2,2) ---> (2,2)	 1 ---> 1	2 ---> 2 	 -5
(287,dropoff)	 (2,2) ---> (2,2)	 1 ---> 1	2 ---> 2 	 -5
(288,south)	 (3,2) ---> (3,3)	 1 ---> 1	2 ---> 2 	 -1
(288,north)	 (3,2) ---> (3,1)	 1 ---> 1	2 ---> 2 	 -1
(288,east)	 (3,2) ---> (3,2)	 1 ---> 1	2 ---> 2 	 -2
(288,west)	 (3,2) ---> (3,2)	 1 ---> 1	2 ---> 2 	 -2
(288,pickup)	 (3,2) ---> (3,2)	 1 ---> 1	2 ---> 2 	 -5
(288,dropoff)	 (3,2) ---> (3,2)	 1 ---> 1	2 ---> 2 	 -5
(289,south)	 (4,2) ---> (4,3)	 1 ---> 1	2 ---> 2 	 -1
(289,north)	 (4,2) ---> (4,1)	 1 ---> 1	2 ---> 2 	 -1
(289,east)	 (4,2) ---> (4,2)	 1 ---> 1	2 ---> 2 	 -2
(289,west)	 (4,2) ---> (4,2)	 1 ---> 1	2 ---> 2 	 -2
(289,pickup)	 (4,2) ---> (4,2)	 1 ---> 1	2 ---> 2 	 -5
(289,dropoff)	 (4,2) ---> (4,2)	 1 ---> 1	2 ---> 2 	 -5
(290,south)	 (0,3) ---> (0,3)	 1 ---> 1	2 ---> 2 	 -2
(290,north)	 (0,3) ---> (0,2)	 1 ---> 1	2 ---> 2 	 -1
(290,east)	 (0,3) ---> (1,3)	 1 ---> 1	2 ---> 2 	 -1
(290,west)	 (0,3) ---> (0,3)	 1 ---> 1	2 ---> 2 	 -2
(290,pickup)	 (0,3) ---> (0,3)	 1 ---> 1	2 ---> 2 	 -5
(290,dropoff)	 (0,3) ---> (0,3)	 1 ---> 1	2 ---> 2 	 -5
(291,south)	 (1,3) ---> (1,4)	 1 ---> 1	2 ---> 2 	 -1
(291,north)	 (1,3) ---> (1,3)	 1 ---> 1	2 ---> 2 	 -2
(291,east)	 (1,3) ---> (2,3)	 1 ---> 1	2 ---> 2 	 -1
(291,west)	 (1,3) ---> (0,3)	 1 ---> 1	2 ---> 2 	 -1
(291,pickup)	 (1,3) ---> (1,3)	 1 ---> 1	2 ---> 2 	 -5
(291,dropoff)	 (1,3) ---> (1,3)	 1 ---> 1	2 ---> 2 	 -5
(292,south)	 (2,3) ---> (2,3)	 1 ---> 1	2 ---> 2 	 -2
(292,north)	 (2,3) ---> (2,2)	 1 ---> 1	2 ---> 2 	 -1
(292,east)	 (2,3) ---> (2,3)	 1 ---> 1	2 ---> 2 	 -2
(292,west)	 (2,3) ---> (1,3)	 1 ---> 1	2 ---> 2 	 -1
(292,pickup)	 (2,3) ---> (2,3)	 1 ---> 1	2 ---> 2 	 -5
(292,dropoff)	 (2,3) ---> (2,3)	 1 ---> 1	2 ---> 2 	 -5
(293,south)	 (3,3) ---> (3,4)	 1 ---> 1	2 ---> 2 	 -1
(293,north)	 (3,3) ---> (3,2)	 1 ---> 1	2 ---> 2 	 -1
(293,east)	 (3,3) ---> (3,3)	 1 ---> 1	2 ---> 2 	 -2
(293,west)	 (3,3) ---> (3,3)	 1 ---> 1	2 ---> 2 	 -2
(293,pickup)	 (3,3) ---> (3,3)	 1 ---> 1	2 ---> 2 	 -5
(293,dropoff)	 (3,3) ---> (3,3)	 1 ---> 1	2 ---> 2 	 -5
(294,south)	 (4,3) ---> (4,3)	 1 ---> 1	2 ---> 2 	 -2
(294,north)	 (4,3) ---> (4,2)	 1 ---> 1	2 ---> 2 	 -1
(294,east)	 (4,3) ---> (4,3)	 1 ---> 1	2 ---> 2 	 -2
(294,west)	 (4,3) ---> (4,3)	 1 ---> 1	2 ---> 2 	 -2
(294,pickup)	 (4,3) ---> (4,3)	 1 ---> 1	2 ---> 2 	 -5
(294,dropoff)	 (4,3) ---> (4,3)	 1 ---> 1	2 ---> 2 	 -5
(295,south)	 (0,4) ---> (0,4)	 1 ---> 1	2 ---> 2 	 -2
(295,north)	 (0,4) ---> (0,4)	 1 ---> 1	2 ---> 2 	 -2
(295,east)	 (0,4) ---> (1,4)	 1 ---> 1	2 ---> 2 	 -1
(295,west)	 (0,4) ---> (0,4)	 1 ---> 1	2 ---> 2 	 -2
(295,pickup)	 (0,4) ---> (0,4)	 1 ---> 1	2 ---> 2 	 -5
(295,dropoff)	 (0,4) ---> (0,4)	 1 ---> 1	2 ---> 2 	 -5
(296,south)	 (1,4) ---> (1,4)	 1 ---> 1	2 ---> 2 	 -2
(296,north)	 (1,4) ---> (1,3)	 1 ---> 1	2 ---> 2 	 -1
(296,east)	 (1,4) ---> (1,4)	 1 ---> 1	2 ---> 2 	 -2
(296,west)	 (1,4) ---> (0,4)	 1 ---> 1	2 ---> 2 	 -1
(296,pickup)	 (1,4) ---> (1,4)	 1 ---> 1	2 ---> 2 	 -5
(296,dropoff)	 (1,4) ---> (1,4)	 1 ---> 1	2 ---> 2 	 -5
(297,south)	 (2,4) ---> (2,4)	 1 ---> 1	2 ---> 2 	 -2
(297,north)	 (2,4) ---> (2,4)	 1 ---> 1	2 ---> 2 	 -2
(297,east)	 (2,4) ---> (3,4)	 1 ---> 1	2 ---> 2 	 -1
(297,west)	 (2,4) ---> (2,4)	 1 ---> 1	2 ---> 2 	 -2
(297,pickup)	 (2,4) ---> (2,4)	 1 ---> 1	2 ---> 2 	 -5
(297,dropoff)	 (2,4) ---> (2,4)	 1 ---> 1	2 ---> 2 	 -5
(298,south)	 (3,4) ---> (3,4)	 1 ---> 1	2 ---> 2 	 -2
(298,north)	 (3,4) ---> (3,3)	 1 ---> 1	2 ---> 2 	 -1
(298,east)	 (3,4) ---> (4,4)	 1 ---> 1	2 ---> 2 	 -1
(298,west)	 (3,4) ---> (2,4)	 1 ---> 1	2 ---> 2 	 -1
(298,pickup)	 (3,4) ---> (3,4)	 1 ---> 1	2 ---> 2 	 -5
(298,dropoff)	 (3,4) ---> (3,4)	 1 ---> 1	2 ---> 2 	 -5
(299,south)	 (4,4) ---> (4,4)	 1 ---> 1	2 ---> 2 	 -2
(299,north)	 (4,4) ---> (4,4)	 1 ---> 1	2 ---> 2 	 -2
(299,east)	 (4,4) ---> (4,4)	 1 ---> 1	2 ---> 2 	 -2
(299,west)	 (4,4) ---> (3,4)	 1 ---> 1	2 ---> 2 	 -1
(299,pickup)	 (4,4) ---> (4,4)	 1 ---> 1	2 ---> 2 	 -5
(299,dropoff)	 (4,4) ---> (4,4)	 1 ---> 1	2 ---> 2 	 -5
(300,south)	 (0,0) ---> (0,1)	 2 ---> 2	2 ---> 2 	 -1
(300,north)	 (0,0) ---> (0,0)	 2 ---> 2	2 ---> 2 	 -2
(300,east)	 (0,0) ---> (1,0)	 2 ---> 2	2 ---> 2 	 -1
(300,west)	 (0,0) ---> (0,0)	 2 ---> 2	2 ---> 2 	 -2
(300,pickup)	 (0,0) ---> (0,0)	 2 ---> 2	2 ---> 2 	 -5
(300,dropoff)	 (0,0) ---> (0,0)	 2 ---> 2	2 ---> 2 	 -5
(301,south)	 (1,0) ---> (1,1)	 2 ---> 2	2 ---> 2 	 -1
(301,north)	 (1,0) ---> (1,0)	 2 ---> 2	2 ---> 2 	 -2
(301,east)	 (1,0) ---> (2,0)	 2 ---> 2	2 ---> 2 	 -1
(301,west)	 (1,0) ---> (0,0)	 2 ---> 2	2 ---> 2 	 -1
(301,pickup)	 (1,0) ---> (1,0)	 2 ---> 2	2 ---> 2 	 -5
(301,dropoff)	 (1,0) ---> (1,0)	 2 ---> 2	2 ---> 2 	 -5
(302,south)	 (2,0) ---> (2,0)	 2 ---> 2	2 ---> 2 	 -2
(302,north)	 (2,0) ---> (2,0)	 2 ---> 2	2 ---> 2 	 -2
(302,east)	 (2,0) ---> (3,0)	 2 ---> 2	2 ---> 2 	 -1
(302,west)	 (2,0) ---> (1,0)	 2 ---> 2	2 ---> 2 	 -1
(302,pickup)	 (2,0) ---> (2,0)	 2 ---> 2	2 ---> 2 	 -5
(302,dropoff)	 (2,0) ---> (2,0)	 2 ---> 2	2 ---> 2 	 -5
(303,south)	 (3,0) ---> (3,0)	 2 ---> 2	2 ---> 2 	 -2
(303,north)	 (3,0) ---> (3,0)	 2 ---> 2	2 ---> 2 	 -2
(303,east)	 (3,0) ---> (4,0)	 2 ---> 2	2 ---> 2 	 -1
(303,west)	 (3,0) ---> (2,0)	 2 ---> 2	2 ---> 2 	 -1
(303,pickup)	 (3,0) ---> (3,0)	 2 ---> 2	2 ---> 2 	 -5
(303,dropoff)	 (3,0) ---> (3,0)	 2 ---> 2	2 ---> 2 	 -5
(304,south)	 (4,0) ---> (4,1)	 2 ---> 2	2 ---> 2 	 -1
(304,north)	 (4,0) ---> (4,0)	 2 ---> 2	2 ---> 2 	 -2
(304,east)	 (4,0) ---> (4,0)	 2 ---> 2	2 ---> 2 	 -2
(304,west)	 (4,0) ---> (3,0)	 2 ---> 2	2 ---> 2 	 -1
(304,pickup)	 (4,0) ---> (4,0)	 2 ---> 2	2 ---> 2 	 -5
(304,dropoff)	 (4,0) ---> (4,0)	 2 ---> 2	2 ---> 2 	 -5
(305,south)	 (0,1) ---> (0,2)	 2 ---> 2	2 ---> 2 	 -1
(305,north)	 (0,1) ---> (0,0)	 2 ---> 2	2 ---> 2 	 -1
(305,east)	 (0,1) ---> (0,1)	 2 ---> 2	2 ---> 2 	 -2
(305,west)	 (0,1) ---> (0,1)	 2 ---> 2	2 ---> 2 	 -2
(305,pickup)	 (0,1) ---> (0,1)	 2 ---> 2	2 ---> 2 	 -5
(305,dropoff)	 (0,1) ---> (0,1)	 2 ---> 2	2 ---> 2 	 -5
(306,south)	 (1,1) ---> (1,2)	 2 ---> 2	2 ---> 2 	 -1
(306,north)	 (1,1) ---> (1,0)	 2 ---> 2	2 ---> 2 	 -1
(306,east)	 (1,1) ---> (1,1)	 2 ---> 2	2 ---> 2 	 -2
(306,west)	 (1,1) ---> (1,1)	 2 ---> 2	2 ---> 2 	 -2
(306,pickup)	 (1,1) ---> (1,1)	 2 ---> 2	2 ---> 2 	 -5
(306,dropoff)	 (1,1) ---> (1,1)	 2 ---> 2	2 ---> 2 	 -5
(307,south)	 (2,1) ---> (2,2)	 2 ---> 2	2 ---> 2 	 -1
(307,north)	 (2,1) ---> (2,1)	 2 ---> 2	2 ---> 2 	 -2
(307,east)	 (2,1) ---> (3,1)	 2 ---> 2	2 ---> 2 	 -1
(307,west)	 (2,1) ---> (2,1)	 2 ---> 2	2 ---> 2 	 -2
(307,pickup)	 (2,1) ---> (2,1)	 2 ---> 2	2 ---> 2 	 -5
(307,dropoff)	 (2,1) ---> (2,1)	 2 ---> 2	2 ---> 2 	 -5
(308,south)	 (3,1) ---> (3,2)	 2 ---> 2	2 ---> 2 	 -1
(308,north)	 (3,1) ---> (3,1)	 2 ---> 2	2 ---> 2 	 -2
(308,east)	 (3,1) ---> (3,1)	 2 ---> 2	2 ---> 2 	 -2
(308,west)	 (3,1) ---> (2,1)	 2 ---> 2	2 ---> 2 	 -1
(308,pickup)	 (3,1) ---> (3,1)	 2 ---> 2	2 ---> 2 	 -5
(308,dropoff)	 (3,1) ---> (3,1)	 2 ---> 2	2 ---> 2 	 -5
(309,south)	 (4,1) ---> (4,2)	 2 ---> 2	2 ---> 2 	 -1
(309,north)	 (4,1) ---> (4,0)	 2 ---> 2	2 ---> 2 	 -1
(309,east)	 (4,1) ---> (4,1)	 2 ---> 2	2 ---> 2 	 -2
(309,west)	 (4,1) ---> (4,1)	 2 ---> 2	2 ---> 2 	 -2
(309,pickup)	 (4,1) ---> (4,1)	 2 ---> 2	2 ---> 2 	 -5
(309,dropoff)	 (4,1) ---> (4,1)	 2 ---> 2	2 ---> 2 	 -5
(310,south)	 (0,2) ---> (0,3)	 2 ---> 2	2 ---> 2 	 -1
(310,north)	 (0,2) ---> (0,1)	 2 ---> 2	2 ---> 2 	 -1
(310,east)	 (0,2) ---> (0,2)	 2 ---> 2	2 ---> 2 	 -2
(310,west)	 (0,2) ---> (0,2)	 2 ---> 2	2 ---> 2 	 -2
(310,pickup)	 (0,2) ---> (0,2)	 2 ---> 2	2 ---> 2 	 -5
(310,dropoff)	 (0,2) ---> (0,2)	 2 ---> 2	2 ---> 2 	 -5
(311,south)	 (1,2) ---> (1,2)	 2 ---> 2	2 ---> 2 	 -2
(311,north)	 (1,2) ---> (1,1)	 2 ---> 2	2 ---> 2 	 -1
(311,east)	 (1,2) ---> (1,2)	 2 ---> 2	2 ---> 2 	 -2
(311,west)	 (1,2) ---> (1,2)	 2 ---> 2	2 ---> 2 	 -2
(311,pickup)	 (1,2) ---> (1,2)	 2 ---> 2	2 ---> 2 	 -5
(311,dropoff)	 (1,2) ---> (1,2)	 2 ---> 2	2 ---> 2 	 -5
(312,south)	 (2,2) ---> (2,3)	 2 ---> 2	2 ---> 2 	 -1
(312,north)	 (2,2) ---> (2,1)	 2 ---> 2	2 ---> 2 	 -1
(312,east)	 (2,2) ---> (2,2)	 2 ---> 2	2 ---> 2 	 -2
(312,west)	 (2,2) ---> (2,2)	 2 ---> 2	2 ---> 2 	 -2
(312,pickup)	 (2,2) ---> (2,2)	 2 ---> 2	2 ---> 2 	 -5
(312,dropoff)	 (2,2) ---> (2,2)	 2 ---> 2	2 ---> 2 	 -5
(313,south)	 (3,2) ---> (3,3)	 2 ---> 2	2 ---> 2 	 -1
(313,north)	 (3,2) ---> (3,1)	 2 ---> 2	2 ---> 2 	 -1
(313,east)	 (3,2) ---> (3,2)	 2 ---> 2	2 ---> 2 	 -2
(313,west)	 (3,2) ---> (3,2)	 2 ---> 2	2 ---> 2 	 -2
(313,pickup)	 (3,2) ---> (3,2)	 2 ---> 2	2 ---> 2 	 -5
(313,dropoff)	 (3,2) ---> (3,2)	 2 ---> 2	2 ---> 2 	 -5
(314,south)	 (4,2) ---> (4,3)	 2 ---> 2	2 ---> 2 	 -1
(314,north)	 (4,2) ---> (4,1)	 2 ---> 2	2 ---> 2 	 -1
(314,east)	 (4,2) ---> (4,2)	 2 ---> 2	2 ---> 2 	 -2
(314,west)	 (4,2) ---> (4,2)	 2 ---> 2	2 ---> 2 	 -2
(314,pickup)	 (4,2) ---> (4,2)	 2 ---> 2	2 ---> 2 	 -5
(314,dropoff)	 (4,2) ---> (4,2)	 2 ---> 2	2 ---> 2 	 -5
(315,south)	 (0,3) ---> (0,3)	 2 ---> 2	2 ---> 2 	 -2
(315,north)	 (0,3) ---> (0,2)	 2 ---> 2	2 ---> 2 	 -1
(315,east)	 (0,3) ---> (1,3)	 2 ---> 2	2 ---> 2 	 -1
(315,west)	 (0,3) ---> (0,3)	 2 ---> 2	2 ---> 2 	 -2
(315,pickup)	 (0,3) ---> (0,3)	 2 ---> 2	2 ---> 2 	 -5
